caseid,recid,age_group_reach_CA,age_group,sex,marital_status,num_child,have_child,province,immstat,harassed,smoke_status,drink_status,stress_level,health_level,living_standard,job_satisfaction,discrimination,health_awareness,eat_habits,social_class,income,Gender,stress,health
5487,5487,3,3,2,4,2,1,59,1,1,3,7,3,8,5,2,6,6,3,3,2,female,A bit stressful,level 8
5518,5518,1,4,1,1,2,1,46,1,2,3,4,2,8,9,2,6,6,3,3,2,male,Not very stressful,level 8
5536,5536,4,4,2,1,2,1,59,1,2,3,4,3,3,7,2,6,6,3,3,2,female,A bit stressful,level 3
5559,5559,1,6,1,1,0,2,59,1,2,3,3,1,9,10,1,6,6,1,2,6,male,Not at all stressful,level 9
5565,5565,6,5,2,1,0,2,59,1,2,3,3,3,7,7,2,6,6,3,3,3,female,A bit stressful,level 7
5592,5592,4,3,1,1,2,1,35,1,2,3,5,3,8,10,2,6,1,2,3,2,male,A bit stressful,level 8
5601,5601,2,3,2,6,0,2,24,1,1,3,2,4,10,10,2,2,6,4,3,3,female,Quite A bit stressful,Completely satisfied
5610,5610,2,6,1,5,0,2,59,1,2,3,6,4,6,8,1,6,6,4,3,4,male,Quite A bit stressful,level 6
5624,5624,3,3,1,5,1,1,35,1,2,2,3,3,8,8,3,6,6,1,3,4,male,A bit stressful,level 8
5632,5632,1,4,1,1,1,1,35,1,1,3,6,3,7,7,1,6,2,4,3,2,male,A bit stressful,level 7
5643,5643,5,6,2,1,1,1,59,1,1,3,7,5,8,9,2,3,6,3,3,2,female,Extremely stressful,level 8
5644,5644,4,3,1,1,0,2,59,1,2,3,5,3,10,8,2,6,6,1,3,1,male,A bit stressful,Completely satisfied
5651,5651,3,2,1,6,0,2,59,1,2,3,5,3,5,5,2,6,6,3,3,2,male,A bit stressful,level 5
5659,5659,2,2,1,1,2,1,46,1,2,3,5,2,7,8,2,6,6,3,4,2,male,Not very stressful,level 7
5662,5662,4,5,2,6,0,2,59,1,2,3,5,4,9,9,1,6,6,2,3,4,female,Quite A bit stressful,level 9
5676,5676,4,2,1,1,1,1,35,1,2,3,6,3,9,7,2,6,6,2,4,2,male,A bit stressful,level 9
5677,5677,2,5,2,3,1,1,24,1,2,3,7,2,6,5,1,6,6,2,3,2,female,Not very stressful,level 6
5692,5692,3,5,2,3,0,2,35,1,2,1,5,1,9,9,2,6,6,1,3,2,female,Not at all stressful,level 9
5722,5722,4,4,1,1,2,1,59,1,2,3,1,2,5,8,2,6,6,3,3,6,male,Not very stressful,level 5
5723,5723,4,5,2,5,1,1,59,1,2,3,2,5,5,5,5,3,6,3,4,2,female,Extremely stressful,level 5
5727,5727,3,4,2,5,2,1,35,1,2,3,3,3,7,5,2,6,6,2,3,1,female,A bit stressful,level 7
5761,5761,1,3,2,1,3,1,59,1,2,3,5,3,7,9,2,6,6,3,3,3,female,A bit stressful,level 7
5763,5763,4,4,2,1,1,1,59,1,2,3,7,4,6,6,3,6,6,2,3,4,female,Quite A bit stressful,level 6
5776,5776,3,2,1,1,1,1,48,1,2,3,4,3,8,8,2,6,6,3,3,2,male,A bit stressful,level 8
5781,5781,3,1,1,6,0,2,35,2,2,3,7,2,5,3,2,6,6,3,5,1,male,Not very stressful,level 5
5791,5791,3,2,1,1,0,2,59,2,2,3,5,3,8,8,2,6,6,2,4,2,male,A bit stressful,level 8
5798,5798,1,4,2,1,1,1,35,1,2,3,3,4,7,9,1,6,6,2,3,3,female,Quite A bit stressful,level 7
5814,5814,3,2,1,6,0,2,46,1,2,2,5,3,9,8,1,6,1,2,3,3,male,A bit stressful,level 9
5833,5833,4,6,1,3,0,2,35,1,2,1,1,1,7,9,2,6,6,3,4,2,male,Not at all stressful,level 7
5857,5857,3,4,2,1,1,1,35,1,1,3,7,3,9,9,3,1,6,1,3,2,female,A bit stressful,level 9
5880,5880,3,2,2,6,0,2,35,1,1,3,3,3,6,8,1,2,6,2,3,4,female,A bit stressful,level 6
5897,5897,2,3,1,1,1,1,35,1,2,3,6,3,7,7,3,6,6,3,3,4,male,A bit stressful,level 7
5899,5899,2,2,2,6,0,2,24,1,1,3,7,3,7,8,2,1,6,3,3,1,female,A bit stressful,level 7
5903,5903,2,6,1,1,0,2,35,1,2,1,1,2,10,10,1,6,1,2,2,2,male,Not very stressful,Completely satisfied
5905,5905,1,6,2,1,0,2,35,1,2,3,5,2,8,10,3,6,6,2,3,2,female,Not very stressful,level 8
5917,5917,4,3,2,1,2,1,47,1,2,2,7,2,10,8,2,2,6,3,3,2,female,Not very stressful,Completely satisfied
5933,5933,3,3,1,6,0,2,59,1,2,3,1,3,6,4,3,2,2,2,3,3,male,A bit stressful,level 6
5936,5936,2,2,1,6,0,2,59,1,2,3,5,2,8,7,2,6,6,3,3,2,male,Not very stressful,level 8
5938,5938,2,2,2,6,0,2,35,2,2,3,6,3,7,6,2,6,6,5,3,1,female,A bit stressful,level 7
5956,5956,4,3,2,1,4,1,46,1,2,3,7,4,9,9,2,1,6,1,3,2,female,Quite A bit stressful,level 9
5964,5964,1,5,1,1,1,1,59,1,2,3,4,3,8,8,2,6,6,3,3,3,male,A bit stressful,level 8
5973,5973,3,4,2,1,2,1,46,1,2,3,3,4,4,7,2,2,6,3,3,2,female,Quite A bit stressful,level 4
5980,5980,3,2,2,2,0,2,48,1,1,3,4,2,10,7,2,2,6,2,4,2,female,Not very stressful,Completely satisfied
5994,5994,1,1,1,6,0,2,35,1,2,3,6,4,7,6,3,6,1,5,3,1,male,Quite A bit stressful,level 7
6003,6003,2,5,2,5,0,2,24,1,2,3,3,2,8,8,2,6,6,1,3,2,female,Not very stressful,level 8
6018,6018,3,5,2,5,0,2,59,1,1,3,4,2,9,4,2,2,6,2,3,2,female,Not very stressful,level 9
6021,6021,1,2,2,1,1,1,35,1,2,3,5,3,7,6,2,6,6,2,3,2,female,A bit stressful,level 7
6023,6023,3,3,2,1,2,1,35,1,2,3,5,4,8,6,2,6,6,3,3,2,female,Quite A bit stressful,level 8
6047,6047,1,4,1,5,0,2,35,1,2,3,6,3,5,5,3,6,6,4,4,5,male,A bit stressful,level 5
6074,6074,4,3,2,1,3,1,47,2,2,3,4,3,8,8,2,6,6,2,3,1,female,A bit stressful,level 8
6088,6088,3,5,1,5,0,2,59,1,2,1,6,1,7,7,2,6,1,3,3,1,male,Not at all stressful,level 7
6090,6090,3,3,1,6,0,2,35,1,2,3,2,2,8,8,1,6,1,3,3,4,male,Not very stressful,level 8
6095,6095,5,6,1,1,0,2,35,1,2,3,1,1,10,10,2,6,6,1,2,5,male,Not at all stressful,Completely satisfied
6096,6096,1,5,1,1,0,2,59,2,2,1,3,3,5,5,1,6,6,2,3,3,male,A bit stressful,level 5
6098,6098,1,4,1,1,3,1,35,1,2,3,4,2,8,8,1,6,6,2,3,4,male,Not very stressful,level 8
6106,6106,3,2,1,1,0,2,48,2,2,3,5,3,5,4,4,6,1,3,4,3,male,A bit stressful,level 5
6107,6107,4,2,1,1,1,1,46,1,2,3,5,3,10,10,1,6,1,2,3,2,male,A bit stressful,Completely satisfied
6111,6111,3,3,1,5,0,2,24,1,2,3,5,4,10,0,2,6,1,2,3,3,male,Quite A bit stressful,Completely satisfied
6113,6113,1,1,2,6,0,2,35,1,2,3,5,3,8,9,1,6,6,2,2,1,female,A bit stressful,level 8
6133,6133,4,4,2,1,1,1,35,1,2,3,6,3,8,7,1,6,6,2,4,4,female,A bit stressful,level 8
6136,6136,1,5,2,1,0,2,35,1,2,3,5,4,9,9,2,6,6,2,3,5,female,Quite A bit stressful,level 9
6165,6165,2,1,1,1,0,2,35,1,2,1,5,1,7,10,3,6,6,3,3,1,male,Not at all stressful,level 7
6166,6166,3,4,2,4,2,1,35,1,2,3,4,2,10,8,1,6,6,1,2,4,female,Not very stressful,Completely satisfied
6167,6167,3,2,2,1,0,2,48,1,1,3,7,3,9,7,2,6,6,3,2,3,female,A bit stressful,level 9
6174,6174,1,3,2,1,3,1,59,1,1,3,3,4,7,10,2,6,6,2,3,4,female,Quite A bit stressful,level 7
6177,6177,4,3,1,1,1,1,35,1,2,3,5,3,7,4,2,6,6,3,4,3,male,A bit stressful,level 7
6178,6178,2,3,1,1,0,2,35,1,2,3,4,3,8,8,3,6,1,2,3,3,male,A bit stressful,level 8
6189,6189,1,5,2,5,0,2,35,1,2,1,6,3,3,5,1,6,6,3,3,2,female,A bit stressful,level 3
6204,6204,4,3,2,1,3,1,35,1,2,3,5,4,7,8,3,6,6,5,3,1,female,Quite A bit stressful,level 7
6217,6217,3,3,2,1,1,1,35,1,2,3,5,3,8,7,2,6,6,1,3,5,female,A bit stressful,level 8
6227,6227,2,3,2,1,1,1,59,1,2,3,7,4,6,9,1,6,6,3,2,4,female,Quite A bit stressful,level 6
6272,6272,4,4,2,1,1,1,24,1,2,3,5,3,7,6,2,2,2,2,3,2,female,A bit stressful,level 7
6286,6286,3,2,1,1,0,2,47,1,2,3,7,2,7,8,2,6,6,2,3,2,male,Not very stressful,level 7
6295,6295,4,6,2,1,0,2,46,1,2,3,5,3,9,9,2,6,6,1,2,1,female,A bit stressful,level 9
6311,6311,3,2,1,1,0,2,59,1,2,3,7,2,7,8,1,6,2,3,3,3,male,Not very stressful,level 7
6315,6315,3,4,2,1,2,1,35,1,2,3,6,2,6,7,2,6,6,4,3,3,female,Not very stressful,level 6
6322,6322,5,5,2,3,0,2,24,1,2,3,6,3,5,5,2,6,6,3,4,2,female,A bit stressful,level 5
6324,6324,3,2,1,1,1,1,35,2,2,1,4,2,10,7,3,6,1,2,3,2,male,Not very stressful,Completely satisfied
6331,6331,3,3,2,1,2,1,35,1,1,3,6,4,3,1,3,1,6,3,3,2,female,Quite A bit stressful,level 3
6358,6358,3,4,2,1,0,2,24,1,2,3,3,4,6,8,2,6,6,3,3,3,female,Quite A bit stressful,level 6
6360,6360,2,3,2,1,2,1,35,1,2,3,5,3,9,8,2,6,6,3,3,2,female,A bit stressful,level 9
6368,6368,3,3,2,1,2,1,59,1,2,3,5,2,8,8,2,6,6,2,3,2,female,Not very stressful,level 8
6376,6376,2,4,2,1,0,2,11,1,2,3,4,2,9,10,1,6,6,3,3,3,female,Not very stressful,level 9
6390,6390,1,3,1,6,0,2,35,1,2,3,3,2,8,8,2,6,6,3,3,3,male,Not very stressful,level 8
6393,6393,5,4,2,1,0,2,24,1,2,3,3,3,8,9,2,6,6,2,2,3,female,A bit stressful,level 8
6401,6401,3,4,1,1,0,2,59,2,2,3,7,1,8,8,1,6,6,3,3,2,male,Not at all stressful,level 8
6408,6408,3,4,2,1,1,1,24,1,2,3,7,3,5,7,2,6,6,3,3,3,female,A bit stressful,level 5
6412,6412,4,6,1,1,1,1,48,1,2,3,4,1,10,10,1,6,6,1,2,6,male,Not at all stressful,Completely satisfied
6459,6459,3,2,1,1,1,1,47,1,2,3,7,3,5,5,4,2,6,4,4,2,male,A bit stressful,level 5
6466,6466,5,4,2,5,0,2,48,2,2,3,5,2,10,8,1,2,1,2,2,1,female,Not very stressful,Completely satisfied
6484,6484,5,4,1,1,0,2,35,1,2,3,7,2,10,9,1,6,6,3,3,3,male,Not very stressful,Completely satisfied
6493,6493,2,3,1,1,1,1,35,1,2,3,3,2,8,8,1,6,6,1,3,3,male,Not very stressful,level 8
6509,6509,3,2,1,1,1,1,47,1,1,3,6,2,9,8,2,1,6,2,3,1,male,Not very stressful,level 9
6511,6511,2,4,1,1,3,1,59,1,1,3,3,3,8,5,2,6,6,2,3,4,male,A bit stressful,level 8
6545,6545,2,5,1,1,0,2,12,1,2,3,5,1,8,9,1,6,6,2,3,6,male,Not at all stressful,level 8
6552,6552,4,3,2,1,2,1,35,2,2,3,4,4,7,8,1,6,6,2,3,1,female,Quite A bit stressful,level 7
6609,6609,5,4,1,1,1,1,48,2,2,3,7,1,9,10,2,2,6,2,3,1,male,Not at all stressful,level 9
6615,6615,1,5,2,5,0,2,59,1,2,3,3,4,5,7,2,6,6,4,4,4,female,Quite A bit stressful,level 5
6624,6624,3,2,1,1,2,1,35,1,2,1,6,3,6,6,3,6,6,3,4,2,male,A bit stressful,level 6
6626,6626,3,3,1,1,0,2,35,1,2,3,4,3,6,8,3,6,6,3,3,3,male,A bit stressful,level 6
6653,6653,4,4,1,1,0,2,12,2,2,1,4,4,9,8,2,6,6,1,3,3,male,Quite A bit stressful,level 9
6660,6660,4,5,1,1,0,2,35,1,2,3,4,3,5,5,2,6,1,3,4,1,male,A bit stressful,level 5
6669,6669,1,3,2,6,0,2,35,1,2,3,6,4,7,8,3,6,6,3,3,6,female,Quite A bit stressful,level 7
6677,6677,4,4,1,1,2,1,59,1,2,3,5,3,5,5,2,6,6,3,4,6,male,A bit stressful,level 5
6682,6682,2,2,2,2,0,2,24,1,2,3,5,2,7,7,2,6,6,3,3,2,female,Not very stressful,level 7
6695,6695,2,3,1,6,0,2,35,1,1,3,7,1,7,7,1,6,6,3,4,4,male,Not at all stressful,level 7
6700,6700,5,4,1,1,3,1,47,1,2,3,7,2,10,6,2,2,6,2,2,6,male,Not very stressful,Completely satisfied
6705,6705,1,2,2,1,2,1,48,2,1,3,3,4,8,4,2,6,6,2,4,2,female,Quite A bit stressful,level 8
6709,6709,2,3,1,4,0,2,24,1,2,3,4,4,9,9,2,6,1,2,3,3,male,Quite A bit stressful,level 9
6713,6713,4,5,2,1,0,2,35,1,2,3,5,2,7,7,2,6,6,2,3,2,female,Not very stressful,level 7
6727,6727,1,1,1,6,0,2,35,1,2,2,7,3,6,10,3,6,6,3,2,1,male,A bit stressful,level 6
6735,6735,5,3,1,6,0,2,48,1,2,3,5,1,10,5,5,6,6,2,4,2,male,Not at all stressful,Completely satisfied
6771,6771,2,3,1,1,2,1,13,2,2,3,3,3,4,8,2,6,6,3,2,5,male,A bit stressful,level 4
6785,6785,1,1,1,6,0,2,35,1,1,1,4,3,8,7,5,2,6,3,1,1,male,A bit stressful,level 8
6797,6797,4,4,1,2,1,1,35,1,2,3,5,2,10,8,1,6,1,2,5,2,male,Not very stressful,Completely satisfied
6803,6803,3,4,2,1,2,1,35,1,2,3,7,2,8,9,2,6,6,3,3,3,female,Not very stressful,level 8
6804,6804,1,5,2,5,1,1,35,1,1,3,5,5,2,8,2,3,6,3,3,5,female,Extremely stressful,level 2
6808,6808,3,2,2,1,1,1,35,1,2,3,7,2,2,4,1,6,6,2,3,1,female,Not very stressful,level 2
6830,6830,2,4,2,6,1,1,48,1,1,3,4,2,7,5,2,6,6,1,4,3,female,Not very stressful,level 7
6838,6838,4,3,1,1,1,1,47,1,2,3,6,1,9,9,1,6,6,1,3,2,male,Not at all stressful,level 9
6840,6840,5,4,1,6,0,2,46,1,1,2,3,4,7,5,2,2,6,3,3,2,male,Quite A bit stressful,level 7
6858,6858,3,3,2,1,2,1,46,1,2,3,1,3,7,7,1,6,6,3,3,4,female,A bit stressful,level 7
6875,6875,4,5,1,1,1,1,24,1,2,3,3,2,8,9,1,6,6,3,3,1,male,Not very stressful,level 8
6903,6903,4,4,2,1,0,2,24,1,2,3,6,5,8,5,2,6,1,2,3,5,female,Extremely stressful,level 8
6909,6909,4,3,2,1,2,1,46,1,2,3,7,3,5,8,1,6,6,1,3,2,female,A bit stressful,level 5
6938,6938,1,5,2,4,1,1,35,1,2,3,5,4,5,8,1,6,6,4,4,2,female,Quite A bit stressful,level 5
6976,6976,3,5,1,1,0,2,46,1,1,3,1,3,7,7,2,2,6,3,3,4,male,A bit stressful,level 7
6990,6990,4,3,2,1,0,2,59,2,2,3,4,2,9,9,1,6,6,3,3,2,female,Not very stressful,level 9
7015,7015,4,3,1,6,0,2,48,1,2,3,4,4,10,10,1,6,6,1,3,2,male,Quite A bit stressful,Completely satisfied
7019,7019,2,3,1,1,1,1,35,1,2,1,5,2,9,8,2,6,6,3,3,2,male,Not very stressful,level 9
7042,7042,4,3,2,1,2,1,47,2,2,3,4,4,6,9,1,6,6,3,2,4,female,Quite A bit stressful,level 6
7053,7053,3,4,1,1,1,1,59,1,2,3,5,3,7,7,2,6,6,3,3,4,male,A bit stressful,level 7
7081,7081,4,5,1,1,0,2,35,1,2,3,3,3,6,7,1,6,1,3,3,6,male,A bit stressful,level 6
7091,7091,2,1,2,2,0,2,35,2,2,3,4,3,8,8,2,6,6,3,3,1,female,A bit stressful,level 8
7110,7110,3,6,2,1,0,2,13,1,2,3,3,3,10,10,2,6,6,2,2,2,female,A bit stressful,Completely satisfied
7114,7114,5,5,2,5,0,2,59,1,2,3,5,4,6,7,2,6,6,3,4,2,female,Quite A bit stressful,level 6
7132,7132,1,5,2,1,1,1,59,1,2,3,3,3,8,8,2,6,6,1,2,4,female,A bit stressful,level 8
7136,7136,3,2,2,1,1,1,35,2,2,3,7,3,7,6,2,6,6,3,2,2,female,A bit stressful,level 7
7144,7144,4,3,1,1,0,2,35,2,2,3,4,2,8,8,2,6,6,2,3,2,male,Not very stressful,level 8
7152,7152,3,3,1,1,0,2,35,1,1,3,7,2,9,4,2,2,6,3,4,2,male,Not very stressful,level 9
7162,7162,4,4,1,1,1,1,59,1,2,3,3,2,8,7,2,6,1,2,2,6,male,Not very stressful,level 8
7169,7169,5,3,1,2,0,2,48,2,2,3,3,3,10,8,1,6,6,2,3,3,male,A bit stressful,Completely satisfied
7175,7175,4,6,1,1,1,1,59,1,2,2,5,3,6,5,2,6,6,3,3,3,male,A bit stressful,level 6
7194,7194,2,2,2,1,0,2,47,2,1,3,6,3,10,7,2,6,1,2,3,4,female,A bit stressful,Completely satisfied
7218,7218,5,4,1,2,0,2,47,1,1,3,6,1,6,5,2,6,1,4,4,1,male,Not at all stressful,level 6
7221,7221,2,2,1,6,0,2,35,1,2,3,6,2,10,7,2,6,6,2,3,1,male,Not very stressful,Completely satisfied
7236,7236,3,6,2,5,0,2,46,1,2,2,6,1,10,10,1,6,6,3,3,2,female,Not at all stressful,Completely satisfied
7237,7237,1,4,1,6,0,2,35,1,2,3,7,3,8,6,1,6,1,2,2,4,male,A bit stressful,level 8
7263,7263,3,3,2,1,2,1,35,1,2,3,6,5,7,7,1,6,6,4,3,4,female,Extremely stressful,level 7
7297,7297,3,6,1,1,0,2,35,1,2,3,7,2,9,8,1,6,6,4,3,6,male,Not very stressful,level 9
7301,7301,1,6,2,1,0,2,59,1,2,3,1,1,10,10,1,6,6,1,2,4,female,Not at all stressful,Completely satisfied
7306,7306,1,2,1,1,1,1,12,1,2,3,2,3,7,6,2,6,2,3,3,2,male,A bit stressful,level 7
7307,7307,2,2,1,2,0,2,59,1,2,3,6,3,8,8,2,6,6,3,4,1,male,A bit stressful,level 8
7314,7314,3,4,1,1,1,1,35,1,2,3,4,3,8,9,2,6,6,3,3,4,male,A bit stressful,level 8
7337,7337,3,6,2,5,0,2,59,1,2,3,5,3,5,8,1,6,6,4,4,2,female,A bit stressful,level 5
7341,7341,5,7,2,5,0,2,59,1,2,3,3,2,6,3,1,6,6,2,3,5,female,Not very stressful,level 6
7347,7347,4,5,2,5,2,1,24,1,2,3,5,1,9,8,1,6,6,2,4,2,female,Not at all stressful,level 9
7352,7352,3,3,1,1,2,1,35,1,2,3,5,3,8,8,2,6,6,3,2,5,male,A bit stressful,level 8
7372,7372,1,3,2,1,2,1,59,1,2,3,6,4,5,7,2,6,6,4,3,2,female,Quite A bit stressful,level 5
7383,7383,1,6,1,1,0,2,46,2,2,3,3,3,8,9,1,6,6,2,3,4,male,A bit stressful,level 8
7412,7412,4,3,1,1,0,2,59,1,2,3,4,2,9,8,1,6,6,3,2,5,male,Not very stressful,level 9
7423,7423,4,2,2,6,0,2,10,2,2,3,3,3,9,8,2,6,1,2,3,1,female,A bit stressful,level 9
7432,7432,1,2,2,6,2,1,35,1,2,3,5,3,5,7,3,6,1,2,4,4,female,A bit stressful,level 5
7442,7442,4,4,2,1,1,1,24,1,2,3,2,4,9,7,1,6,6,2,4,2,female,Quite A bit stressful,level 9
7474,7474,4,3,1,1,0,2,48,1,1,3,7,4,4,8,2,6,6,2,3,4,male,Quite A bit stressful,level 4
7510,7510,4,3,2,1,2,1,47,1,2,3,7,3,5,5,1,6,6,3,5,1,female,A bit stressful,level 5
7514,7514,4,3,1,1,1,1,35,1,2,3,4,3,9,7,2,6,6,2,3,3,male,A bit stressful,level 9
7516,7516,2,2,1,2,0,2,24,1,2,3,4,4,4,7,3,6,2,4,3,3,male,Quite A bit stressful,level 4
7527,7527,4,4,2,1,1,1,59,1,2,3,7,1,8,7,1,6,6,1,3,3,female,Not at all stressful,level 8
7545,7545,4,3,1,1,0,2,35,1,1,3,6,3,7,7,2,4,6,2,3,4,male,A bit stressful,level 7
7576,7576,4,5,1,1,0,2,59,1,2,3,7,3,7,6,2,3,6,1,2,2,male,A bit stressful,level 7
7595,7595,3,2,1,4,0,2,24,2,2,3,7,2,8,8,2,6,6,2,3,3,male,Not very stressful,level 8
7607,7607,1,1,2,6,0,2,46,1,2,3,7,2,10,10,1,6,6,3,3,1,female,Not very stressful,Completely satisfied
7616,7616,1,2,2,1,0,2,46,2,2,3,4,4,7,8,1,1,6,3,3,2,female,Quite A bit stressful,level 7
7620,7620,4,3,1,1,4,1,48,1,2,3,5,1,10,10,2,6,6,1,3,2,male,Not at all stressful,Completely satisfied
7626,7626,6,5,2,1,1,1,35,1,2,3,6,3,8,8,1,6,6,3,3,2,female,A bit stressful,level 8
7630,7630,5,4,2,1,2,1,35,1,2,3,5,4,7,6,2,6,6,3,3,2,female,Quite A bit stressful,level 7
7641,7641,2,5,1,5,0,2,48,1,2,3,4,1,10,10,1,6,1,2,3,1,male,Not at all stressful,Completely satisfied
7645,7645,4,3,1,4,0,2,59,1,2,3,5,2,7,6,2,6,6,3,4,4,male,Not very stressful,level 7
7653,7653,4,3,2,1,1,1,24,1,2,3,7,3,9,7,2,6,6,4,3,1,female,A bit stressful,level 9
7655,7655,1,5,2,1,1,1,59,1,2,3,4,3,8,8,2,6,6,2,3,6,female,A bit stressful,level 8
7660,7660,1,4,1,1,1,1,35,2,2,3,1,1,8,8,1,6,1,3,2,4,male,Not at all stressful,level 8
7668,7668,1,4,1,1,0,2,35,1,2,2,3,3,7,6,1,6,6,2,3,4,male,A bit stressful,level 7
7673,7673,4,4,2,1,0,2,48,1,2,3,5,3,9,9,2,6,6,2,3,1,female,A bit stressful,level 9
7681,7681,4,5,1,1,0,2,48,1,2,3,2,2,9,8,3,6,6,3,3,2,male,Not very stressful,level 9
7699,7699,4,3,2,1,2,1,35,2,2,3,3,1,8,7,1,6,6,2,2,1,female,Not at all stressful,level 8
7701,7701,3,4,2,3,2,1,46,1,1,3,7,3,9,9,2,6,6,1,4,2,female,A bit stressful,level 9
7723,7723,3,4,2,1,2,1,35,2,2,3,7,1,9,10,2,6,6,3,3,1,female,Not at all stressful,level 9
7733,7733,2,3,2,4,0,2,35,1,2,3,4,4,8,7,4,2,6,3,3,3,female,Quite A bit stressful,level 8
7757,7757,3,3,1,4,0,2,13,1,2,3,3,3,5,5,4,2,6,4,4,2,male,A bit stressful,level 5
7763,7763,3,3,1,1,1,1,35,1,2,3,4,2,6,9,2,6,1,4,3,3,male,Not very stressful,level 6
7794,7794,1,2,1,6,0,2,35,2,2,3,5,3,6,2,3,6,6,3,3,1,male,A bit stressful,level 6
7798,7798,2,2,2,1,0,2,35,1,2,3,5,2,8,8,1,6,6,2,2,3,female,Not very stressful,level 8
7799,7799,5,5,2,1,0,2,35,1,2,3,6,4,9,7,2,2,6,3,3,3,female,Quite A bit stressful,level 9
7812,7812,4,3,2,1,1,1,35,1,2,3,5,4,8,7,2,6,6,3,3,2,female,Quite A bit stressful,level 8
7813,7813,4,4,1,5,2,1,35,2,2,2,2,4,8,8,1,6,6,2,3,6,male,Quite A bit stressful,level 8
7831,7831,6,5,1,1,3,1,47,1,2,3,7,1,9,8,1,6,6,2,3,2,male,Not at all stressful,level 9
7833,7833,3,2,1,1,1,1,59,1,2,3,3,3,8,7,2,6,6,2,3,5,male,A bit stressful,level 8
7835,7835,3,4,1,1,1,1,24,1,2,3,5,3,10,0,2,6,6,2,3,1,male,A bit stressful,Completely satisfied
7860,7860,3,5,2,5,2,1,35,1,1,3,7,3,9,7,5,2,6,1,4,2,female,A bit stressful,level 9
7866,7866,4,4,1,1,0,2,35,1,2,1,2,4,7,2,2,2,6,4,4,6,male,Quite A bit stressful,level 7
7877,7877,3,2,2,6,0,2,46,2,2,3,3,4,5,5,2,6,6,3,4,3,female,Quite A bit stressful,level 5
7911,7911,3,1,1,6,0,2,35,1,2,2,5,3,8,8,2,6,6,3,2,1,male,A bit stressful,level 8
7920,7920,3,2,1,6,0,2,59,2,1,2,6,3,5,3,2,1,6,5,4,2,male,A bit stressful,level 5
7930,7930,1,4,2,4,2,1,35,1,2,3,5,3,9,10,2,6,6,1,3,2,female,A bit stressful,level 9
7939,7939,3,3,1,1,2,1,59,1,2,3,3,3,7,4,2,6,6,2,3,3,male,A bit stressful,level 7
7942,7942,2,3,2,1,1,1,35,1,2,3,5,3,7,7,4,6,6,3,3,2,female,A bit stressful,level 7
7951,7951,4,4,1,1,2,1,35,1,2,3,7,1,10,10,1,6,6,2,3,6,male,Not at all stressful,Completely satisfied
7956,7956,2,5,2,6,0,2,24,1,2,1,6,2,4,4,1,6,6,4,5,3,female,Not very stressful,level 4
7977,7977,3,2,1,1,0,2,48,2,2,3,5,4,10,10,1,6,6,1,3,5,male,Quite A bit stressful,Completely satisfied
7983,7983,1,5,1,5,0,2,59,2,2,3,4,3,8,8,2,6,6,4,3,3,male,A bit stressful,level 8
7989,7989,1,3,2,1,2,1,48,1,2,3,5,3,8,8,2,6,6,3,3,4,female,A bit stressful,level 8
7991,7991,3,4,2,6,0,2,35,1,1,3,6,3,5,6,2,2,1,4,2,3,female,A bit stressful,level 5
7999,7999,3,3,2,1,1,1,24,1,2,3,6,1,8,8,3,6,6,1,2,2,female,Not at all stressful,level 8
8018,8018,4,3,1,1,2,1,48,1,2,1,4,4,8,8,2,6,6,2,3,3,male,Quite A bit stressful,level 8
8038,8038,2,3,2,1,3,1,59,1,2,3,7,3,8,8,2,6,6,4,3,2,female,A bit stressful,level 8
8059,8059,1,5,1,1,0,2,13,1,2,2,2,3,8,8,1,6,1,2,3,6,male,A bit stressful,level 8
8060,8060,4,3,2,5,1,1,35,1,2,1,7,3,4,6,2,6,6,3,3,1,female,A bit stressful,level 4
8063,8063,5,6,1,1,1,1,59,1,2,3,6,3,3,7,2,6,6,2,4,2,male,A bit stressful,level 3
8085,8085,3,5,2,1,0,2,35,1,1,3,7,4,1,3,2,6,6,4,4,1,female,Quite A bit stressful,level 1
8100,8100,1,1,2,6,0,2,35,1,2,3,7,2,10,10,1,6,6,2,4,1,female,Not very stressful,Completely satisfied
8113,8113,3,2,2,1,3,1,35,1,2,3,3,3,9,9,1,6,6,2,1,3,female,A bit stressful,level 9
8126,8126,3,1,1,6,0,2,13,2,2,1,5,1,9,9,1,6,6,4,3,1,male,Not at all stressful,level 9
8162,8162,2,4,1,1,2,1,46,1,2,2,6,2,10,8,1,6,6,2,3,3,male,Not very stressful,Completely satisfied
8164,8164,5,4,2,5,0,2,48,1,2,3,7,1,10,10,3,6,6,2,3,2,female,Not at all stressful,Completely satisfied
8165,8165,2,6,2,1,0,2,35,1,1,3,3,4,6,6,2,6,6,3,3,4,female,Quite A bit stressful,level 6
8186,8186,5,4,1,1,4,1,35,1,2,3,7,3,8,7,2,6,6,3,3,2,male,A bit stressful,level 8
8212,8212,1,2,1,1,0,2,35,1,2,2,5,4,4,4,2,6,1,4,5,2,male,Quite A bit stressful,level 4
8232,8232,6,5,1,1,2,1,35,1,2,3,5,2,8,7,2,6,6,3,2,2,male,Not very stressful,level 8
8236,8236,2,3,2,6,0,2,35,1,2,1,5,3,8,8,2,6,6,3,3,2,female,A bit stressful,level 8
